ID,feature1,feature2,feature3,feature4,feature5,Target
1,0.4967141530112327,-3.3251741774093024,-1.6855871453888533,-0.6067002947652967,,-43922.58013571684
2,-0.13826430117118466,-3.9543215966559977,-2.779671824995073,0.21128369227947272,,-398859.2895030544
3,0.6476885381006925,1.364302495436367,,1.2000789564268612,No,-53856.74619777149
4,1.5230298564080254,2.0647572648690113,-0.9668361039674904,-0.49190244750620515,Yes,-54484.015694649264
5,-0.23415337472333597,-4.68413855174358,1.815514077478877,-1.876552706041874,No,-974068.4947632817
6,-0.23413695694918055,4.362122462436899,0.432291860215805,0.6197114459661363,Yes,687811.6513406568
7,1.5792128155073915,-4.480287163485276,0.07600635573849868,-0.6353623888256293,Yes,-731585.0431236771
8,0.7674347291529088,0.41296335301070464,-1.2390670607512702,-1.1896666590903613,No,64340.890339218226
9,-0.4694743859349521,2.0906051945091644,2.590522316596898,-0.6243453897132241,Yes,-49073.984883610756
10,0.5425600435859647,3.7096912374608557,-0.6179097525768498,-0.18452535765584954,Yes,224048.7157125554
11,-0.46341769281246226,2.1408693213242778,-2.477443399225371,-0.6047446645382127,Yes,-3148.4271305707407
12,-0.46572975357025687,3.017280830697919,0.7023990967068077,-2.205566057099069,No,98696.31748110522
13,0.24196227156603412,,-2.3169696391403916,0.8970661968871322,No,-7471.847197437579
14,-1.913280244657798,3.148251137465122,-0.9286611431898475,1.2748750412787222,No,41326.112938088685
15,-1.7249178325130328,-4.198851536153248,0.04447163230685325,0.6515219913395057,Yes,-450635.1082429482
16,-0.5622875292409727,3.9481665606052765,2.245335148111055,-1.1376856704248166,No,366728.70083671965
17,-1.0128311203344238,0.4759237615373628,-0.03872051795928799,-0.20149153394751798,No,-40114.46093388334
18,0.3142473325952739,3.172977699624937,1.2135525961899853,-0.006521315229458062,Yes,64393.60926053334
19,-0.9080240755212109,-0.4768171548169988,2.9569010339944217,0.5987943895619102,Yes,-63511.817149803406
20,-1.4123037013352915,1.4357769519652495,-2.21106528061211,0.6683404887180808,Yes,-149655.4065228349
21,1.465648768921554,0.26402660936113165,-1.351610846882883,-0.7341737987784958,,12034.393687471798
22,-0.22577630048653566,2.3158952175533187,-0.6325435464141216,0.08199555641356042,No,44082.54383387135
23,0.06752820468792384,-4.183700179694104,-0.4690309287670118,0.4572804046152411,,-455297.93747087894
24,-1.4247481862134568,-4.396479160094362,-0.5338735484067252,1.4558223221467665,Yes,-783635.8934513859
25,-0.5443827245251827,-2.5289676598985356,2.445666015339329,0.7045065398247231,No,-34907.279174315045
26,0.11092258970986608,-3.4045531988681166,1.2841958668011388,0.7890566873755189,No,-244415.00282892457
27,-1.1509935774223028,3.717835665922017,0.6474312845442225,0.08382662792936094,No,288474.94887616986
28,0.37569801834567196,-2.807860126419557,-1.1437636928233075,1.4104591452035038,,-94035.00176116778
29,-0.600638689918805,4.758652558191313,1.9427423053277684,0.4097627959594974,Yes,1235889.334898617
30,-0.2916937497932768,,2.7303630689099334,-0.8610879101735704,Yes,56155.7016957926
31,-0.6017066122293969,-3.178820843113007,1.927189695301359,1.4033699701251907,No,-122869.9638716086
32,1.8522781845089378,2.8969850714247913,-2.9906093688511626,0.6979032725390276,No,-31961.040275966858
33,-0.013497224737933921,1.5870777550087611,0.8184082211004422,-0.4430440211284823,No,21577.4591381267
34,-1.0577109289559004,-0.018042835468610186,-2.6931877113473957,-0.47949296739924335,Yes,-50666.429587777886
35,0.822544912103189,0.5536355093763126,-1.4543566779976689,0.2965755451407618,No,6155.148938999344
36,,2.1920177827226386,-2.64285179791337,0.4631847952675847,Yes,-23834.50373290633
37,0.2088635950047554,-2.7154525866870127,0.6227727176963267,0.19729226563120644,Yes,-129723.43193309035
38,-1.9596701238797756,4.963339160567418,1.1195394809556412,0.3113086734428849,No,1424520.0421117113
39,-1.3281860488984305,4.747931621467831,-2.313074171604569,1.6999573745763805,No,1155967.4347507665
40,,1.5032568634693693,-0.6969667017301231,1.0715431522348857,Yes,-33325.809200411604
41,0.7384665799954104,-3.0045754907085485,-0.2625809462667479,,Yes,-79560.31804922406
42,,1.8022824243129136,-0.7856818694345007,0.9413105807674833,Yes,43084.98120821764
43,-0.11564828238824053,-4.278015910208241,-2.273849997088842,-1.0325239035275395,Yes,-480153.222478027
44,-0.3011036955892888,-4.693474977941939,-0.48631325887514754,0.39792704994680894,No,-1069838.9227213953
45,-1.4785219903674274,,1.507068286850509,1.80930634973311,,-30710.056904486224
46,-0.7198442083947086,,-2.573954012800467,-0.21804589539237385,Yes,30029.592677765755
47,-0.4606387709597875,3.6827250540838055,-2.5189199155085795,-0.8476339286190848,No,111576.02381027694
48,1.0571222262189157,2.2716906976630806,-0.8713722489840947,-0.6520888885930607,No,19982.437859896836
49,0.3436182895684614,2.4270652119998104,2.6503542697135503,-1.0896330373423884,No,43588.5707504688
50,-1.763040155362734,-0.7450666555192464,1.0114358803374843,-0.7847619081277034,Yes,40828.87720065855
51,0.324083969394795,-1.5406500745303706,1.0720197400353886,-0.370508098590029,,-116664.1756807589
52,-0.38508228041631654,-1.2896123701539732,-0.8284800549728102,-1.405567019178642,Yes,-45810.893552869304
53,-0.6769220003059587,4.876495637360579,0.5619647472512304,0.015618333949603047,Yes,1324556.6300870206
54,0.6116762888408679,-4.598908085875175,-2.9392128958335397,0.9022771737866472,Yes,-907558.1512096821
55,1.030999522495951,3.670314961224486,0.8165762784572532,-0.9077561801469204,No,217363.6271788584
56,0.9312801191161986,0.7867540857239339,2.47972168545742,1.5192839236417688,Yes,89852.07574169114
57,-0.8392175232226385,-0.6138458081040952,0.6754408100689151,0.5107920885275947,Yes,-29706.180088571582
58,-0.3092123758512146,2.252576604151365,2.2421915607980702,1.0305805856240573,Yes,-23648.413354232543
59,0.33126343140356396,-0.13331058575297128,1.3438383327965626,-0.6578345538521371,No,69005.85768702945
60,0.9755451271223592,3.7342323808166054,-2.2766495015778583,0.8545252270666157,No,230522.96477614914
61,-0.47917423784528995,4.007018640112586,2.4147198437150506,-1.091933900395313,Yes,424502.521840487
62,-0.18565897666381712,-0.7827907312654458,-2.6013369338653507,0.8902475008365087,No,17338.686730754365
63,-1.1063349740060282,-2.231722027649484,0.20380483528658289,0.17183933979353122,No,-75213.11006297925
64,-1.1962066240806708,0.9235032859336219,-2.147177257239254,0.5532512199847837,No,-79995.84601267334
65,0.812525822394198,4.12363345616691,-2.9297603356145756,-1.1755946056248516,Yes,332769.8760747663
66,1.356240028570823,-2.893378109943334,-0.46779443923416597,-0.8950698422766047,No,4139.103555423404
67,-0.07201012158033385,1.2296658356348278,-1.2297557540750625,0.5972282182533848,,71439.81619610029
68,1.0035328978920242,1.3156022009252055,-0.0839970372143819,-0.9483480042242007,No,111155.69033261598
69,0.36163602504763415,2.33113022415281,0.4631993204073046,0.46320629209912306,Yes,58494.42617166799
70,-0.6451197546051243,-3.684323148727402,-2.7375655661463156,-1.3671378064602457,No,-123631.78639569446
71,0.36139560550841393,2.1582496468208854,-2.261980229257526,0.8481742126666681,No,-30199.07634766239
72,1.5380365664659692,4.090325206656409,0.3518543787025523,-1.232523314768509,No,332968.4251378515
73,-0.03582603910995154,-3.2031689112975803,-0.9409958809640506,0.5522999376795232,Yes,-21571.101491730755
74,1.5646436558140062,-2.6245667507612236,1.3750409252966875,0.6256309336460009,Yes,7100.318059571251
75,-2.6197451040897444,4.713950940416396,0.913749891551638,-0.6967718184295749,No,1092792.0623172426
76,0.8219025043752238,-3.1902304729051023,2.073626177939441,0.5820265670847269,No,-47311.3685482463
77,0.08704706823817122,3.5438509336957917,1.154956960015352,0.26044226333355597,Yes,166892.24497202202
78,-0.29900735046586746,-0.0772214355196521,-0.4204135356591112,-0.5388418561927383,,77056.05346257026
79,0.0917607765355023,-2.5276892559682294,,,Yes,63922.08193299938
80,-1.9875689146008928,3.7074990127251137,-1.3477129544674888,,No,234948.47717878624
81,-0.21967188783751193,-0.5469474499733451,-1.162119007330724,0.3496500472996937,No,50767.78987790479
82,0.3571125715117464,0.14817353929690213,1.73391095952476,-1.5648027713620551,No,30856.98070256868
83,1.477894044741516,-1.4076663060023433,-0.32148290159050674,0.0953441994413082,,-27896.615397617883
84,-0.5182702182736474,0.9295085143492745,,-0.2634482160822491,Yes,45430.777191128625
85,-0.8084936028931876,-3.3647612741497723,1.9345342420096703,,No,-186170.7988713982
86,-0.5017570435845365,-1.0891846334823931,2.145374025967703,-0.3020454994898642,Yes,63230.06766458795
87,0.9154021177020741,4.694123223352875,2.499811415047244,-0.3294477863470914,No,983075.5536641986
88,0.32875110965968446,-2.4186656729887246,-0.41408867692022255,0.7318707042882956,No,7021.365920496835
89,-0.5297602037670388,1.567366645412922,-1.086799090073167,0.3350580290841175,No,-50224.726730614704
90,0.5132674331133561,-1.748099357753051,0.49319247956468315,0.3161559571827783,Yes,32187.898685798278
91,0.09707754934804039,2.7347312568660067,-0.7729654593742348,0.46926758980852623,No,22031.50929136328
92,0.9686449905328892,-3.6912633928165017,0.606445000801398,,Yes,-291720.09756627097
93,-0.7020530938773524,4.698210450785448,1.233515175862948,0.756788679986982,Yes,1086460.7929164546
94,-0.3276621465977682,,1.1304301109528208,0.6124687940136023,No,-34686.349734166586
95,-0.39210815313215763,-2.6394953665353604,-0.7526826778792719,-1.0166831285764972,No,34184.86904269902
96,-1.4635149481321186,-4.265032526699874,-1.998838789807483,-0.2440804736742013,No,-538917.4981500858
97,0.29612027706457605,-3.302420949124593,-0.4168239692267548,-0.039307287627631186,Yes,-66158.4446772543
98,0.26105527217988933,0.1977394855601764,-2.1444351355085476,,Yes,-57468.27353889481
99,0.00511345664246089,-1.6299682356871372,2.3405822111028503,0.33385996656853467,No,-35992.42576987198
100,-0.23458713337514692,3.2888336588260945,-0.9247352355728555,1.4313667818311835,No,59936.98546875422
101,-1.4153707420504142,-0.6911247633819411,-2.0732415166600573,1.0817667276728287,Yes,51425.429596768496
102,-0.42064532276535904,-2.512857274123701,-2.847313440565495,-1.3122191934314063,No,87442.91016938227
103,-0.3427145165267695,,0.8749343177189055,0.6220699903060487,No,-48255.843042078246
104,-0.8022772692216189,2.067772168854458,0.8214139047284594,1.3289333195354096,No,68052.93464724891
105,-0.16128571166600914,-3.3295809209905016,-0.9563750005122502,0.38680852068920263,No,-225428.0971829255
106,0.4040508568145384,-3.3238078371168234,-2.569728666914094,1.090980425185967,No,-165718.9029311905
107,1.8861859012105302,-4.6332857306645705,-0.5422266306286079,2.012270445700765,No,-1020009.7876862432
108,0.17457781283183896,2.3640201506564047,-1.1326950296196385,1.0237095461069814,No,-72480.06702731039
109,0.25755039072276437,1.638045276218051,1.0627238384100561,0.24930859564172886,Yes,-94366.35612192353
110,-0.07444591576616721,-0.25369124250186115,0.6346754967161421,1.0450884740847535,No,24789.05940430467
111,-1.9187712152990415,3.441704489691972,-0.8124376308147601,0.14488783309689118,No,107345.8873088793
112,-0.026513875449216878,3.0567015295005326,-1.6926446744700594,0.02390304328495547,No,75188.9696875193
113,0.06023020994102644,0.8535436439675212,,-0.35141423571373254,Yes,41470.60999288516
114,2.463242112485286,3.682712805132587,-0.2759902728233108,1.5634133588321082,No,208954.0601777432
115,-0.19236096478112252,-2.9415878996323173,1.1296454146814225,-0.8184286659420014,No,-489.5563005819786
116,0.30154734233361247,-3.8808038060227212,-2.1566821945298353,,Yes,-282478.1264228036
117,-0.03471176970524331,-2.302503884830104,-0.0864618020436132,0.49986412374037137,Yes,-78416.36831279153
118,-1.168678037619532,-4.429131439106851,-2.834779680783207,-1.3993061748019415,No,-638560.5312806141
119,1.1428228145150205,0.3116952800103201,0.032730707462699904,0.3676492929914216,Yes,-35356.022992737184
120,,4.366056922949614,2.784104442706214,-2.100026507651624,,579075.7657120541
121,0.7910319470430469,-4.6065645933149035,-0.6947597220851986,0.6255080168310357,No,-934949.6621196967
122,-0.9093874547947389,-3.778900859899732,-2.7660239245505305,0.885231482988991,No,-285779.7934911539
123,1.4027943109360992,-0.478009717165647,-2.8142652544839386,-0.5923559556520536,Yes,-25037.99951886491
124,-1.4018510627922809,4.338750175279049,-0.6720794403187833,0.12354769595558233,Yes,628579.1854207478
125,0.5868570938002703,-1.838438950232495,-2.0398503812208357,1.9541574337502863,,19441.631049983393
